group,names,scores,logfoldchanges,pvals,pvals_adj
23,ENSG00000264187,-0.11243896,-0.24871181,0.9104753635798701,0.9974452169064976
23,ENSG00000174348,-0.11246945,-22.393303,0.9104511911702077,0.9974452169064976
23,ENSG00000289637,-0.113551766,-0.12923574,0.9095931244920403,0.9974452169064976
23,ENSG00000231412,-0.1136788,-22.966766,0.9094924193361227,0.9974452169064976
23,ENSG00000263586,-0.1136788,-22.438473,0.9094924193361227,0.9974452169064976
23,ENSG00000185710,-0.11477636,0.50748396,0.9086223875215593,0.9974452169064976
23,ENSG00000206195,-0.114806846,-0.27113104,0.9085982215307976,0.9974452169064976
23,ENSG00000269194,-0.11488815,-22.330055,0.9085337793023572,0.9974452169064976
23,ENSG00000211653,-0.11488815,-23.037645,0.9085337793023572,0.9974452169064976
23,ENSG00000006071,-0.11488815,-21.925644,0.9085337793023572,0.9974452169064976
23,ENSG00000165702,-0.11548774,-0.859555,0.9080585364841589,0.9974452169064976
23,ENSG00000102230,-0.116097495,-22.281858,0.9075752724526339,0.9974452169064976
23,ENSG00000205592,-0.116097495,-21.85312,0.9075752724526339,0.9974452169064976
23,ENSG00000167447,-0.11635664,-0.657086,0.9073698955880398,0.9974452169064976
23,ENSG00000147912,-0.117276356,-0.3033906,0.9066410591512253,0.9974452169064976
23,ENSG00000198440,-0.11733225,0.37215474,0.9065967677518183,0.9974452169064976
23,ENSG00000287839,-0.11847046,0.17785236,0.9056948971752794,0.9974452169064976
23,ENSG00000237803,-0.11851619,-22.344501,0.9056586638372894,0.9974452169064976
23,ENSG00000268635,-0.11851619,-22.305721,0.9056586638372894,0.9974452169064976
23,ENSG00000230910,-0.11851619,-22.391314,0.9056586638372894,0.9974452169064976
23,ENSG00000226828,-0.11856192,-0.46809936,0.9056224306956816,0.9974452169064976
23,ENSG00000279766,-0.118846476,-0.6913845,0.9053969844539269,0.9974452169064976
23,ENSG00000187583,-0.119623914,-0.25729114,0.90478107203798,0.9974452169064976
23,ENSG00000235363,-0.11963408,0.41400668,0.904773021273744,0.9974452169064976
23,ENSG00000212443,-0.11972554,-22.353626,0.9047005648361806,0.9974452169064976
23,ENSG00000154096,-0.11972554,-22.354488,0.9047005648361806,0.9974452169064976
23,ENSG00000127325,-0.11972554,-22.757526,0.9047005648361806,0.9974452169064976
23,ENSG00000133083,-0.11986782,-0.47920063,0.9045878563994773,0.9974452169064976
23,ENSG00000279227,-0.12040644,-0.113429494,0.904161191891603,0.9974452169064976
23,ENSG00000165091,-0.12044201,0.2992496,0.9041330169061509,0.9974452169064976
23,ENSG00000118113,-0.12082311,-1.1797374,0.9038311496438075,0.9974452169064976
23,ENSG00000237529,-0.120934896,-22.20868,0.9037426045481266,0.9974452169064976
23,ENSG00000108821,-0.12118896,-0.30902156,0.9035413701478474,0.9974452169064976
23,ENSG00000289827,-0.122144245,-22.421204,0.9027847843538814,0.9974452169064976
23,ENSG00000096006,-0.122144245,-23.015968,0.9027847843538814,0.9974452169064976
23,ENSG00000187033,-0.122144245,-22.396002,0.9027847843538814,0.9974452169064976
23,ENSG00000274173,-0.122225545,-0.50603384,0.9027203981400479,0.9974452169064976
23,ENSG00000168612,-0.122306846,-0.5969993,0.9026560125660189,0.9974452169064976
23,ENSG00000226777,-0.12287595,-0.2894096,0.9022053314975572,0.9974452169064976
23,ENSG00000228863,-0.12309953,-0.14528327,0.9020282868350373,0.9974452169064976
23,ENSG00000255561,-0.12330786,-0.4691119,0.9018633177849191,0.9974452169064976
23,ENSG00000289391,-0.12335359,-22.533531,0.9018271056335873,0.9974452169064976
23,ENSG00000277775,-0.12335359,-22.508413,0.9018271056335873,0.9974452169064976
23,ENSG00000288555,-0.12335359,-22.514343,0.9018271056335873,0.9974452169064976
23,ENSG00000283683,-0.123399325,-0.4982758,0.9017908936865336,0.9974452169064976
23,ENSG00000266602,-0.123399325,0.095661364,0.9017908936865336,0.9974452169064976
23,ENSG00000105270,-0.12340949,-0.4859071,0.9017828466149374,0.9974452169064976
23,ENSG00000181790,-0.12380583,-0.82386696,0.9014690187027747,0.9974452169064976
23,ENSG00000105251,-0.124064974,-0.04030427,0.9012638318523238,0.9974452169064976
23,ENSG00000089558,-0.12445115,-0.24547452,0.900958075456609,0.9974452169064976
23,ENSG00000160791,-0.124456234,0.1577681,0.9009540524439865,0.9974452169064976
23,ENSG00000287860,-0.124613754,-0.84755564,0.9008293403150924,0.9974452169064976
23,ENSG00000283602,-0.12577228,-22.449247,0.8999121781323266,0.9974452169064976
23,ENSG00000250616,-0.12577228,-22.253923,0.8999121781323266,0.9974452169064976
23,ENSG00000243749,-0.12577228,-22.37657,0.8999121781323266,0.9974452169064976
23,ENSG00000133863,-0.12698163,-22.376415,0.8989549321085324,0.9974452169064976
23,ENSG00000231233,-0.12698163,-22.564455,0.8989549321085324,0.9974452169064976
23,ENSG00000270972,-0.12698163,-22.404121,0.8989549321085324,0.9974452169064976
23,ENSG00000219665,-0.1272357,0.2877222,0.8987538486402293,0.9974452169064976
23,ENSG00000176601,-0.12807411,-0.29974425,0.8980903193828077,0.9974452169064976
